Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE
1340_207,0.03466144184403611,0.07752880927432096,0,0.28093369898174614,0.007559085999182215,0.005258443466354948,0.019759305828279256,0.0002,0.020386059025334576,0,0.0706720737342687,0.13255083054694458,0.3377091383214005,0,0,0.004779877503518868,0,0.0005,0.00754364016995438,0,0,0,0,0.7674458508728372,0.6695838050746342
0654_177,0.003266868973569954,0.04199937583801701,0,0.2859586431730192,0.08832506187466764,0.047348380461442734,0,0.002057803971082604,0.03170356592812597,0.016142664712989526,0,0.12074436208114958,0.3461304437895708,0.0009,0,0.003560553721797414,0,0.0002,0.011632305420657765,0,0,0,0,0.7462150849279446,0.6889590831160358
0110_034,0.005692538280354237,0.03318811889400138,0,0.29687326868164987,0.019219308490575817,0.05855571531834522,0,0,0.022841224462727898,0,0.09255375596810901,0.1325035024552569,0.32956364658556714,0.0004,0,0.0009,0,0,0.007752719699915633,0,0,0,0,0.7809780334028497,0.6478276818527051
0843_044,0.014767365053604556,0.031739350733548936,0,0.1481617608878926,0.17016385738758708,0.035844566370378146,0.02784822701404025,0.0031920892864699606,0.05132842764370574,0,0.008786024447401493,0.06893813597229746,0.4307455162099859,0,0,0.0033337668321680863,0,0.0007,0.004486686745271987,0,0,0,0,0.759292239636629,0.685788087221548
1794_163,0,0.055853167209506456,0,0.29711674098934104,0.06081176399542602,0,0.03776651841791754,0,0.006089430126658018,0,0.10971132494737995,0.019493447288308003,0.3685845452043178,0.005859123028807803,0,0.009854165619762151,0,0.0032425966661283325,0.025617176506446748,0,0,0,0,0.5674954015077147,0.8228159770419096
1373_142,0,0.02679622982344072,0,0.331487708305799,0.006906105464097733,0,0.010670137338262057,0,0.0009,0.04673062750524298,0.11016289262995398,0.0937682638632935,0.3593545862155581,0,0,0.003784470779207901,0,0.001,0.00842751555409094,0,0,0,0,0.7848098484633388,0.63967585330606
0557_015,0.03171907678024477,0.09043306652645654,0,0.17987128856602586,0.02546843329599333,0.08376897513788611,0.007158541830365049,0.015369361651305435,0.027824300525669546,0,0,0.09066643356338601,0.42379404362676387,0.0012380781763696132,0,0.006485747943352276,0,0.0013871450379930523,0.014815507338188512,0,0,0,0,0.7442250363295632,0.7010744436342891
1115_087,0,0.024023360765859356,0,0.2605278313054088,0.012723475283856605,0,0.019608698681983543,0.032238023737158374,0,0,0.016427127166616547,0.13620799371984504,0.47849160008471936,0.00975466033361597,0,0.0044737846532524154,0,0,0.005511733455990437,0,0,0,0,0.7259031880270141,0.700737482691728
0653_063,0.019527586980074573,0.07384515708767794,0,0.2102811991333224,0.04240262911619014,0.033921134324343426,0.03381778015381228,0,0.023398747576901746,0.091054966415143,0.006372538411770718,0.04585790165384217,0.38751804253098193,0.005663313710020019,0,0.0003,0,0.0008,0.02516535660942261,0,0,0,0,0.7467368141781584,0.6973301324426344
0763_176,0.010174190901852197,0.03511710187076253,0,0.2521377025607788,0.026219978808599078,0.037234225913672626,0.03185287166683559,0.0016380049246681044,0.027038160314971034,0,0.029812103614370002,0.09517079768440775,0.4462038874586177,0,0,0.0004,0,0,0.007017042406957829,0,0,0,0,0.7353240395246797,0.6979938223646803
1032_166,0.03229483284615032,0.045139680470797326,0,0.15215804022919846,0.07168529278200293,0.022582634077754224,0,0.01906445648480976,0.03163920416474359,0.0029934282812180786,0.05935102959954479,0.10554979076135441,0.44019490392135385,0,0,0.004050016034916019,0,0.0007,0.012597011373568964,0,0,0,0,0.7389415334323596,0.6975975894910462
1073_132,0,0.09356386127825757,0,0.22358110759025185,0.1817213297879672,0,0.0010684097226136802,0.014183715893661969,0.023554075123895877,0.014676353794248715,0.09119734180522093,0.09496595795731877,0.2542506912886118,0,0,0.006395019657357683,0,0.0008,0,0,0,0,0,0.7288071105368531,0.7028737021240298
1854_192,0.0003,0.04224739561001819,0,0.31147131745595075,0,0.05555621590228516,0.006657485171966481,0.0036291294431866445,0.005808306663400961,0.145942934250992,0,0.05272961766239587,0.35459961999275696,0.005079522439284854,0,0.005408275653693173,0,0.004043496486754771,0.00648089553437711,0,0,0,0,0.6947913273753252,0.7255757741579432
2781_227,0,0.01700576453964809,0,0.2586412521876245,0.04813844920400632,0.08264806149583033,0.021135586614047942,0,0.01167969770204776,0,0.10316154461287932,0.08131685204691089,0.35771537675260445,0.004730548380636478,0,0.001774178067605225,0,0.0008,0.011265115585300078,0,0,0,0,0.7687148964989637,0.6663266412859676
1437_156,0.0030926258053281886,0.016901986419243422,0,0.37648719243223683,0.06020824989837601,0,0.04355046359292958,0,0,0,0.11246046610571322,0.1001626833646686,0.2727214873084087,0.005651218011835964,0,0.0015790220196208052,0,0,0.007184605041638598,0,0,0,0,0.7783599214800215,0.6472891590277388
2270_205,0,0.025013166963957886,0,0.34566128270055946,0.07502730981927531,0,0.038370057187229314,0.001,0,0,0.08480734879970557,0.10215961496440366,0.3248391566880673,0.002251172315534958,0,0.0009,0,0,0,0,0,0,0,0.7833555292387125,0.6475791538687523
1606_117,0.004276290158828327,0.04211739619620238,0,0.21339856481956476,0.08621202364125853,0,0,0.007783850689400566,0.025610569071473365,0.10961313282192515,0.11061164508818383,0.10603571521267711,0.27741960706471663,0,0,0.014038916176802474,0,0.002882289058966922,0,0,0,0,0,0.8080300586413499,0.6180970757871723
1907_196,0.008035228509499665,0.06913696045543413,0,0.24182175039860512,0.02147421138185931,0.10684398976215595,0.004954396927717374,0,0.02866085054958061,0.03428352306526834,0.05465571128148413,0.06287648170106336,0.35397794669037286,0.005319163012943205,0,0.0026156922879082938,0,0.0006,0,0.004734475794363734,0,0,0,0.7653789675806845,0.6765955591591085
